snapshot_id,snapshot_date,factory_class,registration_count,deprecated_registration_count,hidden_registration_count,repositories,plugin_xml_files,category_paths
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.randomforest.predictor.regression.RandomForestRegressionPredictorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/treeensemble/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.regressiontree.learner.RegressionTreeLearnerNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/dtree
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.regressiontree.predictor.RegressionTreePredictorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/dtree
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.gradientboosting.learner.classification.GradientBoostingClassificationLearnerNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/gradientboosting/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.gradientboosting.learner.regression.GradientBoostingRegressionLearnerNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/gradientboosting/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.gradientboosting.predictor.classification.GradientBoostingClassificationPredictorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/gradientboosting/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.gradientboosting.predictor.classification.GradientBoostingClassificationPredictorNodeFactory2,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/gradientboosting/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.gradientboosting.predictor.pmml.GradientBoostingClassificationPMMLPredictorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/gradientboosting/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.gradientboosting.predictor.pmml.GradientBoostingClassificationPMMLPredictorNodeFactory2,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/gradientboosting/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.learner.classification.TreeEnsembleClassificationLearnerNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/randomforest/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.predictor.classification.TreeEnsembleClassificationPredictorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/randomforest/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.randomforest.learner.classification.RandomForestClassificationLearnerNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/randomforest/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble2.node.randomforest.predictor.classification.RandomForestClassificationPredictorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles2/plugin.xml,/analytics/mining/treeensemble/randomforest/classification
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.append.row.AppendedRowsWithOptionalInNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/row/row-transform
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.autobinner.AutoBinnerLearnNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.autobinner.apply.AutoBinnerApplyNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/binning
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.autobinner2.AutoBinnerLearnNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.autobinner3.AutoBinnerLearnNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/binning
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.cellreplace.CellReplacerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-convert+replace
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.cellsplit.CellSplitterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-split+combine
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.colcombine.ColCombineNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.colconvert.categorytonumber.CategoryToNumberNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.colconvert.categorytonumber2.CategoryToNumberNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-convert+replace
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.colconvert.numbertostring.NumberToStringNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-convert+replace
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.colconvert.stringtonumber.StringToNumberNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-convert+replace
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.columnTrans.Many2OneColNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.columnTrans.One2ManyColNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.columnappend.ColumnAppenderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-split+combine
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.columntogrid.ColumnToGridNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.constantvalue.ConstantValueColumnNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-convert+replace
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.correlation.compute.CorrelationComputeNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/featureselection
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.domain.DomainNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-convert+replace
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.double2int.DoubleToIntNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-convert+replace
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.filter.column.FilterColumnNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-filter
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.filter.row.RowFilter2PortNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/row/row-filter
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.filter.row.RowFilterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/row/row-filter
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.joiner.Joiner2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-split+combine
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.joiner.NewJoinerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-split+combine
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.missingval.MissingValueHandling2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-transform
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.missingval.MissingValueHandling3NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-transform
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.normalize.NormalizerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-transform
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.normalize2.Normalizer2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.binner.BinnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/pmml
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.columnTrans.Many2OneColPMMLNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.columnTrans.One2ManyColPMMLNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.columntrans2.Many2OneCol2PMMLNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/pmml
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.columntrans2.One2ManyCol2PMMLNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/pmml
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.normalize.NormalizerPMMLNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/pmml
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.numbertostring.NumberToStringNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/pmml
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.numbertostring.NumberToStringNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/pmml
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.stringtonumber.StringToNumberNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/pmml
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.pmml.stringtonumber.StringToNumberNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/pmml
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.rename.RenameNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-convert+replace
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.split.SplitNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-split+combine
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.split2.SplitNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-split+combine
date-2026-06-28,2026-06-28,org.knime.base.node.preproc.stringreplacer.dict.SearchReplaceDictNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/manipulation/column/column-convert+replace
date-2026-06-28,2026-06-28,org.knime.base.node.rules.RuleEngineNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.stats.contingencytable.ContingencyTableNodeFactory,1,1,0,knime-stats,knime-stats/org.knime.stats2/plugin.xml,/labs/statistics
date-2026-06-28,2026-06-28,org.knime.base.node.stats.contintable.oddriskratio.OddsRiskRatioNodeFactory,1,1,0,knime-stats,knime-stats/org.knime.stats2/plugin.xml,/labs/statistics
date-2026-06-28,2026-06-28,org.knime.base.node.stats.correlation.rank.RankCorrelationComputeNodeFactory,1,1,0,knime-stats,knime-stats/org.knime.stats/plugin.xml,/analytics/statistics
date-2026-06-28,2026-06-28,org.knime.base.node.stats.kaplanmeier.KaplanMeierNodeFactory,1,1,0,knime-stats,knime-stats/org.knime.stats2/plugin.xml,/labs/statistics
date-2026-06-28,2026-06-28,org.knime.base.node.stats.lda.LDANodeFactory,1,1,0,knime-stats,knime-stats/org.knime.stats2/plugin.xml,/labs/statistics
date-2026-06-28,2026-06-28,org.knime.base.node.stats.shapirowilk.ShapiroWilkNodeFactory,1,1,0,knime-stats,knime-stats/org.knime.stats2/plugin.xml,/labs/statistics
date-2026-06-28,2026-06-28,org.knime.base.node.stats.testing.wilcoxonsignedrank.WilcoxonSignedRankNodeFactory,1,1,0,knime-stats,knime-stats/org.knime.stats2/plugin.xml,/labs/statistics
date-2026-06-28,2026-06-28,org.knime.base.node.switches.caseswitch.model.CaseStartModelNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/switches
date-2026-06-28,2026-06-28,org.knime.base.node.switches.caseswitch.variable.CaseEndVariableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/switches
date-2026-06-28,2026-06-28,org.knime.base.node.switches.caseswitch.variable.CaseStartVariableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/switches
date-2026-06-28,2026-06-28,org.knime.base.node.switches.endcase.EndcaseNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/switches
date-2026-06-28,2026-06-28,org.knime.base.node.switches.endmodelcase.EndmodelcaseNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/switches
date-2026-06-28,2026-06-28,org.knime.base.node.switches.startcase.StartcaseNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/switches
date-2026-06-28,2026-06-28,org.knime.base.node.util.createtempdir.CreateTempDirectoryNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.base.node.util.mergevariables.MergeVariablesNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.viz.enrichment.EnrichmentPlotterFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/modeleval
date-2026-06-28,2026-06-28,org.knime.base.node.viz.property.color.ColorAppender2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/view/property
date-2026-06-28,2026-06-28,org.knime.base.node.viz.statistics.Statistics2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.viz.statistics2.Statistics3NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.bigdata.dbfs.node.connector.DBFSConnectionInformationNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.databricks/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.bigdata.fileformats.filehandling.reader.parquet.ParquetTableReaderNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.fileformats/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.bigdata.fileformats.orc.reader.OrcReaderNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.fileformats/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.bigdata.fileformats.orc.writer.OrcWriterNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.fileformats/plugin.xml,/io/write
date-2026-06-28,2026-06-28,org.knime.bigdata.fileformats.parquet.reader.ParquetReaderNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.fileformats/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.bigdata.fileformats.parquet.writer.ParquetWriterNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.fileformats/plugin.xml,/io/write
date-2026-06-28,2026-06-28,org.knime.bigdata.fileformats.parquet.writer2.ParquetWriter2NodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.fileformats/plugin.xml,/io/write
date-2026-06-28,2026-06-28,org.knime.bigdata.filehandling.knox.node.connector.KnoxHDFSConnectionNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.filehandling.knox/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.bigdata.hdfs.node.connector.HDFSConnectionInformationNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.filehandling/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.bigdata.hdfs.node.connector.HttpFSConnectionInformationNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.filehandling/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.bigdata.hdfs.node.connector.HttpsFSConnectionInformationNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.filehandling/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.bigdata.hdfs.node.connector.SWebHDFSConnectionInformationNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.filehandling/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.bigdata.hdfs.node.connector.WebHDFSConnectionInformationNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.filehandling/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.bigdata.hdfs.node.filesettings.SetFilePermissionNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.filehandling/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.bigdata.hive.node.connector.HiveConnectorNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.hive/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.bigdata.hive.node.loader.HiveLoaderNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.hive/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.bigdata.impala.node.connector.ImpalaConnectorNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.impala/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.bigdata.impala.node.loader.ImpalaLoaderNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.impala/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.bigdata.phoenix.node.connector.PhoenixConnectorNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.phoenix/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.bigdata.scripting.nodes.python.hive.PythonScriptHiveNodeFactory,1,1,0,knime-bigdata,knime-bigdata/org.knime.bigdata.scripting/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.bigdata.vertica.node.connector.VerticaConnectorNodeFactory,1,1,0,knime-database,knime-database/org.knime.bigdata.vertica/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.buildworkflows.deploy.DeployWorkflow2NodeFactory,1,1,0,knime-buildworkflows,knime-buildworkflows/org.knime.buildworkflows/plugin.xml,/flowabstraction/captureworkflows
date-2026-06-28,2026-06-28,org.knime.buildworkflows.deploy.DeployWorkflowNodeFactory,1,1,0,knime-buildworkflows,knime-buildworkflows/org.knime.buildworkflows/plugin.xml,/flowabstraction/captureworkflows
date-2026-06-28,2026-06-28,org.knime.buildworkflows.writer.WorkflowWriterNodeFactory,1,1,0,knime-buildworkflows,knime-buildworkflows/org.knime.buildworkflows/plugin.xml,/flowabstraction/captureworkflows
date-2026-06-28,2026-06-28,org.knime.chem.base.node.converter.sdfinsert.SDFInserterNodeFactory,1,1,0,knime-chemistry,knime-chemistry/org.knime.chem.base/plugin.xml,/chemistry/chemmisc
date-2026-06-28,2026-06-28,org.knime.chem.base.node.converter.string2smiles.String2SmilesNodeFactory,1,1,0,knime-chemistry,knime-chemistry/org.knime.chem.base/plugin.xml,/chemistry/translators
date-2026-06-28,2026-06-28,org.knime.chem.base.node.io.sdf.SDFWriterNodeFactory,1,1,0,knime-chemistry,knime-chemistry/org.knime.chem.base/plugin.xml,/chemistry/chemio
date-2026-06-28,2026-06-28,org.knime.cloud.aws.redshift.connector.RedshiftConnectorNodeFactory,1,1,0,knime-aws-services,knime-aws-services/org.knime.cloud.aws.redshift/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.cloud.aws.s3.node.connector.S3ConnectionNodeFactory,1,1,0,knime-aws,knime-aws/org.knime.cloud.aws/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.cloud.aws.s3.node.filepicker.S3FilePickerNodeFactory,1,1,0,knime-aws,knime-aws/org.knime.cloud.aws/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.cloud.azure.abs.node.connector.AzureBSConnectionNodeFactory,1,1,0,knime-azure,knime-azure/org.knime.ext.azure.blobstorage.deprecated/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.cloud.azure.abs.node.filepicker.AzureBSFilePickerNodeFactory,1,1,0,knime-azure,knime-azure/org.knime.ext.azure.blobstorage.deprecated/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.database.connectors.h2.H2ConnectorNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.connectors/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.database.connectors.mysql.MySQLConnectorNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.connectors/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.database.connectors.postgresql.PostgreSQLConnectorNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.connectors/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.database.connectors.sqlite.SQLiteConnectorNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.connectors/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.database.connectors.sqlserver.SQLServerConnectorNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.connectors/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.database.node.io.delete.DBDeleteNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/io
date-2026-06-28,2026-06-28,org.knime.database.node.io.insert.DBInsertNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/io
date-2026-06-28,2026-06-28,org.knime.database.node.io.load.DBLoaderNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/io
date-2026-06-28,2026-06-28,org.knime.database.node.io.merge.DBMergeNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/io
date-2026-06-28,2026-06-28,org.knime.database.node.io.update.DBUpdateNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/io
date-2026-06-28,2026-06-28,org.knime.database.node.io.write.DBWriteNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/io
date-2026-06-28,2026-06-28,org.knime.database.node.manipulation.binning.auto.DBBinnerAutoNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/query
date-2026-06-28,2026-06-28,org.knime.database.node.manipulation.binning.numeric.DBBinnerNumericNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/query
date-2026-06-28,2026-06-28,org.knime.database.node.manipulation.columnrename.DBRenameColumnNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/query
date-2026-06-28,2026-06-28,org.knime.database.node.utility.tablecreator.DBTableCreateNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/utility
date-2026-06-28,2026-06-28,org.knime.database.node.utility.tablecreator.DBTableCreateNodeFactory2,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/utility
date-2026-06-28,2026-06-28,org.knime.database.node.utility.tableselector.DBTableSelectNodeFactory,1,1,0,knime-database,knime-database/org.knime.database.nodes/plugin.xml,/db/query
date-2026-06-28,2026-06-28,org.knime.dl.base.nodes.executor.DLExecutorNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl/plugin.xml,/labs/deeplearning
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.advancedactivation.prelu.DLKerasPReLULayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/advancedactivations
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.conv.conv1d.DLKerasConv1DLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/conv
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.conv.conv2d.DLKerasConv2DLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/conv
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.conv.conv2dtranspose.DLKerasConv2DTransposeLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/conv
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.conv.conv3d.DLKerasConv3DLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/conv
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.conv.separableconv1d.DLKerasSeparableConv1DLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/conv
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.conv.separableconv2d.DLKerasSeparableConv2DLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/conv
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.core.dense.DLKerasDenseLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/core
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.embedding.DLKerasEmbeddingLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/embedding
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.locally.connected1d.DLKerasLocallyConnected1DLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/locally
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.locally.connected2d.DLKerasLocallyConnected2DLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/locally
date-2026-06-28,2026-06-28,org.knime.dl.keras.base.nodes.layers.normalization.DLKerasBatchNormalizationLayerNodeFactory,1,1,0,knime-deeplearning,knime-deeplearning/org.knime.dl.keras/plugin.xml,/analytics/integrations/deeplearning/keras/layers/normalization
